iata_code,name,city
"WWI","Woodie Woodie Airport","Woodie Woodie"
"WWK","Wewak International Airport","Wewak"
"WXN","Wanxian Airport","Wanxian"
"WYA","Whyalla Airport","Whyalla"
"WYE","Yengema Airport","Yengema"
"XAB","Abbeville","Abbeville"
"XAP","Serafin Enoss Bertaso Airport","Chapecó"
"XBE","Bearskin Lake Airport","Bearskin Lake"
"XBG","Bogande Airport","Bogande"
"XBJ","Birjand Airport","Birjand"
"XBX","Bernay – St Martin Airport","Creil"
"XCR","Châlons-Vatry Airport","Vatry"
"XDA","Dax Seyresse Airport","Perigueux"
"XDE","Diebougou Airport","Diebougou"
"XDJ","Djibo Airport","Djibo"
"XES","Grand Geneva Resort Airport","Lake Geneva"
"XFW","Hamburg-Finkenwerder Airport","Hamburg"
"XGA","Gaoua Airport","Gaoua"
"XGG","Gorom-Gorom Airport","Gorom-Gorom"
"XIC","Xichang Qingshan Airport","Xichang"
"XIJ","Ahmed Al Jaber Air Base","Ahmed Al Jaber AB"
"XIY","Xi an Xianyang International Airport","Xi an"
"XJD","Al Udeid Air Base","Ar Rayyan"
"XKA","Kantchari Airport","Kantchari"
"XKH","Xieng Khouang Airport","Xieng Khouang"
"XLB","Lac Brochet Airport","Lac Brochet"
"XLS","Saint Louis Airport","Saint Louis"
"XLU","Leo Airport","Leo"
"XMA","Maramag Airport","Maramag"
"XMG","Mahendranagar Airport","Mahendranagar"
"XMS","Coronel E Carvajal Airport","Macas"
"XMW","Montauban Airport","Montauban"
"XNT","Xingtai Dalian Airport","Xingtai"
"XNU","Nouna Airport","Nouna"
"XPK","Pukatawagan Airport","Pukatawagan"
"XPL","Coronel Enrique Soto Cano Air Base","Comayagua"
"XQC","Joint Base Balad","Balad"
"XSD","Tonopah Test Range Airport","Tonopah"
"XSE","Sebba Airport","Sebba"
"XSI","South Indian Lake Airport","South Indian Lake"
"XSP","Seletar Airport","Seletar"
"XVL","Vinh Long Airfield","Vinh Long"
"XVS","Valenciennes-Denain Airport","Valenciennes/Denain"
"XYA","Yandina Airport","Yandina"
"XZA","Zabré Airport","Zabré"
"YAA","Anahim Lake Airport","Anahim Lake"
"YAH","La Grande-4 Airport","La Grande-4"
"YAI","Gral. Bernardo O´Higgins Airport","Chillan"
"YAK","Yakutat Airport","Yakutat"
"YAL","Alert Bay Airport","Alert Bay"
"YAM","Sault Ste Marie Airport","Sault Ste Marie"
"YAO","Yaoundé Airport","Yaoundé"
"YAR","La Grande-3 Airport","La Grande-3"
"YAS","Yasawa Island Airport","Yasawa Island"
"YAY","St. Anthony Airport","St. Anthony"
"YBA","Banff Airport","Banff"
"YBC","Baie Comeau Airport","Baie-Comeau"
"YBP","Yibin Caiba Airport","Yibin"
"YBR","Brandon Municipal Airport","Brandon"
"YBT","Brochet Airport","Brochet"
"YBX","Lourdes de Blanc Sablon Airport","Lourdes-De-Blanc-Sablon"
"YCA","Courtenay Airpark","Courtenay"
"YCB","Cambridge Bay Airport","Cambridge Bay"
"YCD","Nanaimo Airport","Nanaimo"
"YCE","Centralia / James T. Field Memorial Aerodrome","Centralia"
"YCG","Castlegar/West Kootenay Regional Airport","Castlegar"
"YCH","Miramichi Airport","Miramichi"
"YCK","Tommy Kochon Airport","Colville Lake"
"YCM","Niagara District Airport","St Catharines"
"YCO","Kugluktuk Airport","Kugluktuk"
"YCY","Clyde River Airport","Clyde River"
"YDA","Dawson City Airport","Dawson City"
"YDB","Burwash Airport","Burwash"
"YDF","Deer Lake Airport","Deer Lake"
"YDG","Digby / Annapolis Regional Airport","Digby"
"YDN","Dauphin Barker Airport","Dauphin"
"YDO","Dolbeau St Felicien Airport","Dolbeau-St-Félicien"
"YDT","Boundary Bay Airport","Vancouver"
"YDV","Bloodvein River Airport","Bloodvein River"
"YDW","North of Sixty Airport","Obre Lake"
"YEB","Bar River Airport","Bar River"
"YEI","Bursa Yenişehir Airport","Bursa"
"YEL","Elliot Lake Municipal Airport","Elliot Lake"
"YEN","Estevan Airport","Estevan"
"YER","Fort Severn Airport","Fort Severn"
"YET","Edson Airport","Edson"
"YFA","Fort Albany Airport","Fort Albany"
"YFB","Iqaluit Airport","Iqaluit"
"YFC","Fredericton Airport","Fredericton"
"YFE","Forestville Airport","Forestville"
"YFG","Fontanges Airport","Fontanges"
"YFH","Fort Hope Airport","Fort Hope"
"YFO","Flin Flon Airport","Flin Flon"
"YFR","Fort Resolution Airport","Fort Resolution"
"YFX","St. Lewis (Fox Harbour) Airport","St. Lewis"
"YGL","La Grande Rivière Airport","La Grande Rivière"
"YGM","Gimli Industrial Park Airport","Gimli"
"YGO","Gods Lake Narrows Airport","Gods Lake Narrows"
"YGP","Gaspé (Michel-Pouliot) Airport","Gaspé"
"YGQ","Geraldton Greenstone Regional Airport","Geraldton"
"YGV","Havre St Pierre Airport","Havre St-Pierre"
"YGZ","Grise Fiord Airport","Grise Fiord"
"YHA","Port Hope Simpson Airport","Port Hope Simpson"
"YHP","Poplar Hill Airport","Poplar Hill"
"YHR","Chevery Airport","Chevery"
"YHS","Sechelt-Gibsons Airport","Sechelt"
"YHT","Haines Junction Airport","Haines Junction"
"YHY","Hay River / Merlyn Carter Airport","Hay River"
"YHZ","Halifax / Stanfield International Airport","Halifax"
"YIE","Arxan Yi ershi Airport","Arxan"
"YIF","St Augustin Airport","St-Augustin"
"YIH","Yichang Sanxia Airport","Yichang"
"YIP","Willow Run Airport","Detroit"
"YIV","Island Lake Airport","Island Lake"
"YJN","St Jean Airport","St Jean"
"YKC","Collins Bay Airport","Collins Bay"
"YKE","Knee Lake Airport","Knee Lake"
"YKF","Waterloo Airport","Kitchener"
"YKG","Kangirsuk Airport","Kangirsuk"
"YKH","Yingkou Lanqi Airport","Yingkou"
"YKL","Schefferville Airport","Schefferville"
"YKN","Chan Gurney Municipal Airport","Yankton"
"YKO","Hakkari Yüksekova Airport","Hakkari"
"YKQ","Waskaganish Airport","Waskaganish"
"YKS","Yakutsk Airport","Yakutsk"
"YKU","Chisasibi Airport","Chisasibi"
"YKX","Kirkland Lake Airport","Kirkland Lake"
"YKZ","Buttonville Municipal Airport","Toronto"
"YLE","Whatì Airport","Whatì"
"YLH","Lansdowne House Airport","Lansdowne House"
"YLJ","Meadow Lake Airport","Meadow Lake"
"YLR","Leaf Rapids Airport","Leaf Rapids"
"YLS","Lebel-sur-Quevillon Airport","Lebel-sur-Quévillon"
"YLT","Alert Airport","Alert"
"YLV","Yevlakh Airport","Yevlakh"
"YLW","Kelowna International Airport","Kelowna"
"YLY","Langley Airport","Langley"
"YMB","Merritt Airport","Merritt"
"YMJ","Moose Jaw Air Vice Marshal C. M. McEwen Airport","Moose Jaw"
"YMM","Fort McMurray Airport","Fort McMurray"
"YMT","Chapais Airport","Chibougamau"
"YNB","Prince Abdulmohsin Bin Abdulaziz Airport","Yanbu"
"YNG","Youngstown Warren Regional Airport","Youngstown/Warren"
"YNH","Hudsons Hope Airport","Hudson s Hope"
"YNJ","Yanji Chaoyangchuan Airport","Yanji"
"YNO","North Spirit Lake Airport","North Spirit Lake"
"YNY","Yangyang International Airport","Gonghang-ro"
"YOA","Ekati Airport","Ekati"
"YOD","CFB Cold Lake","Cold Lake"
"YOI","Opinaca Aerodrome","Éléonore Mine"
"YON","Yongphulla Airport","Tashigang"
"YOT","Yotvata Airfield","Yotvata"
"YPA","Prince Albert Glass Field","Prince Albert"
"YPD","Parry Sound Area Municipal Airport","Parry Sound"
"YPE","Peace River Airport","Peace River"
"YPJ","Aupaluk Airport","Aupaluk"
"YPL","Pickle Lake Airport","Pickle Lake"
"YPN","Port Menier Airport","Port-Menier"
"YPO","Peawanuck Airport","Peawanuck"
"YPR","Prince Rupert Airport","Prince Rupert"
"YPS","Port Hawkesbury Airport","Port Hawkesbury"
"YQA","Muskoka Airport","Muskoka"
"YQC","Quaqtaq Airport","Quaqtaq"
"YQD","The Pas Airport","The Pas"
"YQG","Windsor Airport","Windsor"
"YQH","Watson Lake Airport","Watson Lake"
"YQM","Greater Moncton International Airport","Moncton"
"YQQ","Comox Airport","Comox"
"YQS","St Thomas Municipal Airport","St Thomas"
"YQT","Thunder Bay Airport","Thunder Bay"
"YQV","Yorkton Municipal Airport","Yorkton"
"YQZ","Quesnel Airport","Quesnel"
"YRD","Dean River Airport","Kimsquit Valley"
"YRG","Rigolet Airport","Rigolet"
"YRI","Rivière-du-Loup Airport","Rivière-du-Loup"
"YRR","Stuart Island Airstrip","Big Bay"
"YRS","Red Sucker Lake Airport","Red Sucker Lake"
"YSB","Sudbury Airport","Sudbury"
"YSG","Lutselk e Airport","Lutselk e"
"YSO","Postville Airport","Postville"
"YST","St. Theresa Point Airport","St. Theresa Point"
"YSY","Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airp","Sachs Harbour"
"YTD","Thicket Portage Airport","Thicket Portage"
"YTE","Cape Dorset Airport","Cape Dorset"
"YTM","La Macaza / Mont-Tremblant International Inc Airpo","Rivière Rouge"
"YTR","CFB Trenton","Trenton"
"YTS","Timmins/Victor M. Power","Timmins"
"YTT","Tisdale Airport","Tisdale"
"YTZ","Billy Bishop Toronto City Centre Airport","Toronto"
"YUA","Yuanmou Air Base","Yuanmou"
"YUB","Tuktoyaktuk Airport","Tuktoyaktuk"
"YUD","Umiujaq Airport","Umiujaq"
"YUS","Yushu Batang Airport","Yushu"
"YUT","Repulse Bay Airport","Repulse Bay"
"YUY","Rouyn Noranda Airport","Rouyn-Noranda"
"YVB","Bonaventure Airport","Bonaventure"
"YVG","Vermilion Airport","Vermilion"
"YVR","Vancouver International Airport","Vancouver"
"YVT","Buffalo Narrows Airport","Buffalo Narrows"
"YVV","Wiarton Airport","Wiarton"
"YWL","Williams Lake Airport","Williams Lake"
"YWY","Wrigley Airport","Wrigley"
"YXC","Cranbrook/Canadian Rockies International Airport","Cranbrook"
"YXE","Saskatoon John G. Diefenbaker International Airpor","Saskatoon"
"YXL","Sioux Lookout Airport","Sioux Lookout"
"YXP","Pangnirtung Airport","Pangnirtung"
"YXR","Earlton (Timiskaming Regional) Airport","Earlton"
"YXS","Prince George Airport","Prince George"
"YXT","Northwest Regional Airport Terrace-Kitimat","Terrace"
"YYA","Sanhe Airport","Yueyang"
"YYB","North Bay Jack Garland Airport","North Bay"
"YYC","Calgary International Airport","Calgary"
"YYE","Fort Nelson Airport","Fort Nelson"
"YYF","Penticton Airport","Penticton"
"YYG","Charlottetown Airport","Charlottetown"
"YYL","Lynn Lake Airport","Lynn Lake"
"YYN","Swift Current Airport","Swift Current"
"YYQ","Churchill Airport","Churchill"
"YYR","Goose Bay Airport","Goose Bay"
"YYU","Kapuskasing Airport","Kapuskasing"
"YYW","Armstrong Airport","Armstrong"
"YYY","Mont Joli Airport","Mont-Joli"
"YYZ","Lester B. Pearson International Airport","Toronto"
"YZA","Cache Creek-Ashcroft Regional Airport","Cache Creek"
"YZD","Downsview Airport","Toronto"
"YZF","Yellowknife Airport","Yellowknife"
"YZG","Salluit Airport","Salluit"
"YZS","Coral Harbour Airport","Coral Harbour"
"YZV","Sept-Îles Airport","Sept-Îles"
"YZX","CFB Greenwood","Greenwood"
"YZY","Zhangye Ganzhou Airport","Zhangye"
"YZZ","Trail Airport","Trail"
"ZAD","Zadar Airport","Zemunik (Zadar)"
"ZAH","Zahedan International Airport","Zahedan"
"ZAR","Zaria Airport","Zaria"
"ZBM","Bromont (Roland Desourdy) Airport","Bromont"
"ZCL","General Leobardo C. Ruiz International Airport","Zacatecas"
"ZEC","Secunda Airport","Secunda"
"ZEG","Senggo Airport","Senggo-Papua Island"
"ZEL","Bella Bella (Campbell Island) Airport","Bella Bella"
"ZEN","Zenag Airport","Zenag"
"ZFD","Fond-Du-Lac Airport","Fond-Du-Lac"
"ZGF","Grand Forks Airport","Grand Forks"
"ZGM","Ngoma Airport","Ngoma"
"ZGR","Little Grand Rapids Airport","Little Grand Rapids"
"ZGU","Gaua Island Airport","Gaua Island"
"ZHA","Zhanjiang Airport","Zhanjiang"
"ZHM","Shamshernagar Airport","Shamshernagar"
"ZJI","Locarno Airport","Locarno"
"ZKE","Kashechewan Airport","Kashechewan"
"ZKG","Kegaska Airport","Kegaska"
"ZLR","Municipal de Linares Airport","Linares"
"ZMG","Magdeburg ""City"" Airport","Magdeburg"
"ZPC","Pucón Airport","Pucon"
"ZPH","Zephyrhills Municipal Airport","Zephyrhills"
"ZQW","Zweibrücken Airport","Zweibrücken"
"ZQZ","Zhangjiakou Ningyuan Airport","Zhangjiakou"
"ZSE","Pierrefonds Airport","St Pierre"
"ZSS","Sassandra Airport","Sassandra"
"ZST","Stewart Airport","Stewart"
"ZTB","Tête-à-la-Baleine Airport","Tête-à-la-Baleine"
"ZUD","Pupelde Airport","Ancud"
"ZUL","Zilfi Airport","Zilfi"
"ZUM","Churchill Falls Airport","Churchill Falls"
"ZYI","Zunyi Xinzhou Airport","Zunyi"
"ZZU","Mzuzu Airport","Mzuzu"
